iter	RMSE
666	2.358746896
667	2.354557729
668	2.353027832
669	2.352487075
670	2.351007915
671	2.34866239
672	2.345879178
673	2.342646476
674	2.341856457
675	2.338781738
676	2.33519418
677	2.332892528
678	2.330989148
679	2.3261975
680	2.325451086
681	2.323458667
682	2.320280259
683	2.316772381
684	2.316076598
685	2.312226253
686	2.310275962
687	2.306420214
688	2.305334682
689	2.303500436
690	2.301081883
691	2.299384593
692	2.29583356
693	2.292763663
694	2.288294107
695	2.286539102
696	2.284817425
697	2.283549055
698	2.281558401
699	2.278657286
700	2.275996921
701	2.271792137
702	2.271021036
703	2.269007848
704	2.267764912
705	2.265864994
706	2.262695729
707	2.260825126
708	2.25748935
709	2.255942534
710	2.254776728
711	2.252796858
712	2.250827288
713	2.246938811
714	2.243854238
715	2.243258037
716	2.241358782
717	2.238978646
718	2.234749932
719	2.233009281
720	2.229985897
721	2.229258235
722	2.226450131
723	2.22313916
724	2.222666041
725	2.220238873
726	2.21791469
727	2.213721987
728	2.212605303
729	2.208064757
730	2.207620965
731	2.205517472
732	2.202226941
733	2.20157244
734	2.198303855
735	2.195502865
736	2.193873913
737	2.191061491
738	2.187341753
739	2.18513031
740	2.183250629
741	2.180206678
742	2.173077556
743	2.169742975
744	2.169000974
745	2.16675595
746	2.164249411
747	2.162608913
748	2.157620259
749	2.153671796
750	2.148969318
751	2.14609506
752	2.142893297
753	2.139992264
754	2.138373158
755	2.137052417
756	2.136031864
757	2.13411216
758	2.133611017
759	2.13191199
760	2.129310164
761	2.126424645
762	2.123535615
763	2.119793215
764	2.118157742
765	2.116898892
766	2.113486831
767	2.112464015
768	2.110419994
769	2.107671946
770	2.105402945
771	2.103323658
772	2.101546158
773	2.099752551
774	2.099308253
775	2.099004472
776	2.095830705
777	2.093665244
778	2.089214361
779	2.088881082
780	2.088255381
781	2.085606856
782	2.082926587
783	2.081194044
784	2.079117074
785	2.075636562
786	2.073077721
787	2.07156059
788	2.069785767
789	2.065982635
790	2.06358865
791	2.06280624
792	2.062115084
793	2.059974601
794	2.05698375
795	2.054179459
796	2.053852952
797	2.050949622
798	2.049374052
799	2.047142972
800	2.044553221
801	2.042473174
802	2.041948041
803	2.038698785
804	2.036909188
805	2.03439502
806	2.031454737
807	2.030317932
808	2.028243669
809	2.025915034
810	2.023584201
811	2.023043412
812	2.021336952
813	2.019324096
814	2.016916108
815	2.014463679
816	2.014129168
817	2.012221199
818	2.011117711
819	2.008684793
820	2.008412436
821	2.00808775
822	2.006330182
823	2.004992208
824	2.00472258
825	2.003489134
826	2.00067966
827	1.999565939
828	1.997519235
829	1.997240297
830	1.99574615
831	1.993386093
832	1.991448362
833	1.989232896
834	1.986616392
835	1.984304354
836	1.982371518
837	1.981218529
838	1.978662054
839	1.978014661
840	1.977257345
841	1.975212182
842	1.973524809
843	1.972604214
844	1.969750081
845	1.967914546
846	1.96612971
847	1.96313283
848	1.961675086
849	1.95948456
850	1.957800291
851	1.954546283
852	1.950650279
853	1.948320706
854	1.947924318
855	1.944903526
856	1.944556544
857	1.942501959
858	1.938993675
859	1.938213747
860	1.937323123
861	1.935322638
862	1.933821929
863	1.930796333
864	1.929358534
865	1.927988732
866	1.926983414
867	1.926283305
868	1.925697615
869	1.925131127
870	1.923842456
871	1.92249444
872	1.91969027
873	1.916559983
874	1.913824803
875	1.911660343
876	1.910184312
877	1.907248321
878	1.906240338
879	1.905054109
880	1.902422581
881	1.90028206
882	1.897494875
883	1.896235394
884	1.893427335
885	1.890875348
886	1.889448894
887	1.888168339
888	1.886523512
889	1.885263666
890	1.882672143
891	1.881798678
892	1.88034032
893	1.878353811
894	1.875293822
895	1.870953168
896	1.869017466
897	1.867492015
898	1.86555357
899	1.863710558
900	1.86251278
901	1.860180672
902	1.858156606
903	1.856570912
904	1.855471347
905	1.854972838
906	1.852279818
907	1.850333645
908	1.849336354
909	1.84823513
910	1.846528265
911	1.845896382
912	1.843643593
913	1.841828891
914	1.839550668
915	1.8392173
916	1.837532747
917	1.835603319
918	1.834781217
919	1.832468193
920	1.831032603
921	1.829183248
922	1.827817536
923	1.826157928
924	1.82523446
925	1.823569842
926	1.822662179
927	1.821486912
928	1.818612359
929	1.816178852
930	1.814453171
931	1.812821191
932	1.810111811
933	1.809407127
934	1.808369421
935	1.806626279
936	1.804682459
937	1.803694245
938	1.802293323
939	1.801845578
940	1.800503199
941	1.800135808
942	1.799139963
943	1.797856534
944	1.79670072
945	1.79614525
946	1.794210732
947	1.793385115
948	1.791589515
949	1.790260338
950	1.789870094
951	1.787858635
952	1.785511453
953	1.784584127
954	1.781770901
955	1.780610529
956	1.780287965
957	1.779175567
958	1.775446723
959	1.774356845
960	1.772633557
961	1.770127341
962	1.769682034
963	1.76835944
964	1.76717694
965	1.76542316
966	1.763045583
967	1.761679468
968	1.759096674
969	1.757837771
970	1.756275491
971	1.756003726
972	1.754674309
973	1.753564431
974	1.752650049
975	1.751960411
976	1.750719657
977	1.749093254
978	1.748283249
979	1.746676916
980	1.745902553
981	1.74429903
982	1.743245064
983	1.742579354
984	1.74056951
985	1.738784798
986	1.737225618
987	1.736343922
988	1.735498337
989	1.732535392
990	1.730430407
991	1.728477859
992	1.728158928
993	1.727528859
994	1.726711854
995	1.725796992
996	1.724180269
997	1.722456021
998	1.720852267
999	1.719852146
